NO,테이블명,컬럼순서,컬럼명,데이터타입,NULL허용,코드여부,코드그룹ID,컬럼설명(한글),비고
1,TD_MS_EMAIL_LQY_SNDNG,1,SNDNG_KEY,NUMBER,YES,N,,발신KEY,
2,TD_MS_EMAIL_LQY_SNDNG,2,MSG_ID,TEXT,YES,N,,메시지ID,
3,TD_MS_EMAIL_LQY_SNDNG,3,MKT_TRGET_CTNT,TEXT,YES,N,,마케팅대상내용,
4,TD_MS_EMAIL_LQY_SNDNG,4,SNDNG_CNT,NUMBER,YES,N,,발신건수,
5,TD_MS_EMAIL_LQY_SNDNG,5,SUCCES_CNT,NUMBER,YES,N,,성공건수,
6,TD_MS_EMAIL_LQY_SNDNG,6,FAILR_CNT,FLOAT,YES,N,,실패건수,
7,TD_MS_EMAIL_LQY_SNDNG,7,RECPTN_CNT,FLOAT,YES,N,,수신건수,
8,TD_MS_EMAIL_LQY_SNDNG,8,SNDNG_STRT_DT,TIMESTAMP_NTZ,YES,N,,발신시작일시,
9,TD_MS_EMAIL_LQY_SNDNG,9,SNDNG_END_DT,TIMESTAMP_NTZ,YES,N,,발신종료일시,
10,TD_MS_EMAIL_LQY_SNDNG,10,INFLOW_PATH_CTNT,TEXT,YES,N,,유입경로내용,
11,TD_MS_EMAIL_LQY_SNDNG,11,SNDNG_YEAR_CTNT,TEXT,YES,N,,발신년도내용,
12,TD_MS_EMAIL_LQY_SNDNG,12,SNDNG_MT_CTNT,TEXT,YES,N,,발신월내용,
13,TD_MS_EMAIL_LQY_SNDNG,13,SNDNG_TEAM_CTNT,TEXT,YES,N,,발신팀내용,
14,TD_MS_EMAIL_LQY_SNDNG,14,SUCCES_FAILR_CNT_CTNT,TEXT,YES,N,,성공실패건수내용,
15,TD_MS_EMAIL_LQY_SNDNG,15,URL_OTHBC_CNT_CTNT,TEXT,YES,N,,URL공개건수내용,
16,TD_MS_EMAIL_LQY_SNDNG,16,URL_OTHBC_RT_CTNT,TEXT,YES,N,,URL공개율내용,
17,TD_MS_EMAIL_LQY_SNDNG,17,SESION_VU_CTNT,TEXT,YES,N,,세션값내용,
18,TD_MS_EMAIL_LQY_SNDNG,18,SESION_PGE_CNT_CTNT,TEXT,YES,N,,세션페이지건수내용,
19,TD_MS_EMAIL_LQY_SNDNG,19,DVLP_ACMSLT_CNT_CTNT,TEXT,YES,N,,개발실적건수내용,
20,TD_MS_EMAIL_LQY_SNDNG,20,CLOS_YN,TEXT,YES,Y,,마감여부,중요도 낮음. 현재까지 5개의 row만 데이터가 있음
21,TD_MS_EMAIL_LQY_SNDNG,21,FRST_RGSTR_ID,TEXT,YES,N,,최초등록자ID,
22,TD_MS_EMAIL_LQY_SNDNG,22,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,N,,최초등록일시,
23,TD_MS_EMAIL_LQY_SNDNG,23,LAST_UPDUSR_ID,TEXT,YES,N,,최종수정자ID,
24,TD_MS_EMAIL_LQY_SNDNG,24,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,N,,최종수정일시,
25,TD_MS_EMAIL_SNDNG_DTLS,1,SNDNG_KEY,NUMBER,YES,N,,발신KEY,
26,TD_MS_EMAIL_SNDNG_DTLS,2,SNDNG_DTL_KEY,NUMBER,YES,N,,발신상세KEY,
27,TD_MS_EMAIL_SNDNG_DTLS,3,SNDNG_DE,TIMESTAMP_NTZ,YES,N,,발신일,
28,TD_MS_EMAIL_SNDNG_DTLS,4,MBER_NO,TEXT,YES,N,,회원번호,
29,TD_MS_EMAIL_SNDNG_DTLS,5,EMAIL,TEXT,YES,N,,이메일,
30,TD_MS_EMAIL_SNDNG_DTLS,6,CHN_PARM_CTNT,TEXT,YES,N,,치환파라미터내용,
31,TD_MS_EMAIL_SNDNG_DTLS,7,SNDNG_RST_CD,TEXT,YES,Y,하드코딩됨,발신결과코드,0=실패;1=성공;4=계정없음;5=도메인오류;그외=미처리
32,TD_MS_EMAIL_SNDNG_DTLS,8,ATCHFL_ID,TEXT,YES,N,,첨부파일ID,
33,TD_MS_EMAIL_SNDNG_DTLS,9,FRST_RGSTR_ID,TEXT,YES,N,,최초등록자ID,
34,TD_MS_EMAIL_SNDNG_DTLS,10,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,N,,최초등록일시,
35,TD_MS_EMAIL_SNDNG_DTLS,11,LAST_UPDUSR_ID,TEXT,YES,N,,최종수정자ID,
36,TD_MS_EMAIL_SNDNG_DTLS,12,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,N,,최종수정일시,
37,TD_MS_MSG_AT_LQY_SNDNG,1,SNDNG_KEY,NUMBER,YES,N,,발신KEY,
38,TD_MS_MSG_AT_LQY_SNDNG,2,DIVS_DTL_KEY,NUMBER,YES,N,,분할상세KEY,
39,TD_MS_MSG_AT_LQY_SNDNG,3,SNDNG_CNT,NUMBER,YES,N,,발신건수,
40,TD_MS_MSG_AT_LQY_SNDNG,4,SUCCES_CNT,NUMBER,YES,N,,성공건수,
41,TD_MS_MSG_AT_LQY_SNDNG,5,AT_ALTRTV_SNDNG_CNT,NUMBER,YES,N,,알림톡대체발송건수,
42,TD_MS_MSG_AT_LQY_SNDNG,6,AT_FAILR_CNT,NUMBER,YES,N,,알림톡실패건수,
43,TD_MS_MSG_AT_LQY_SNDNG,7,RESVE_SNDNG_DE,TEXT,YES,N,,예약발신일,
44,TD_MS_MSG_AT_LQY_SNDNG,8,RESVE_HM,TEXT,YES,N,,예약시분,
45,TD_MS_MSG_AT_LQY_SNDNG,9,TOT_CLICK_CNT_CTNT,TEXT,YES,N,,총클릭건수내용,
46,TD_MS_MSG_AT_LQY_SNDNG,10,CLICK_CNT_CTNT1,TEXT,YES,N,,클릭건수내용1,
47,TD_MS_MSG_AT_LQY_SNDNG,11,CLICK_CNT_CTNT2,TEXT,YES,N,,클릭건수내용2,
48,TD_MS_MSG_AT_LQY_SNDNG,12,CLICK_CNT_CTNT3,TEXT,YES,N,,클릭건수내용3,
49,TD_MS_MSG_AT_LQY_SNDNG,13,CLICK_CNT_CTNT4,TEXT,YES,N,,클릭건수내용4,
50,TD_MS_MSG_AT_LQY_SNDNG,14,RM_VU_CTNT,TEXT,YES,N,,비고값내용,
51,TD_MS_MSG_AT_LQY_SNDNG,15,FRST_RGSTR_ID,TEXT,YES,N,,최초등록자ID,
52,TD_MS_MSG_AT_LQY_SNDNG,16,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,N,,최초등록일시,
53,TD_MS_MSG_AT_LQY_SNDNG,17,LAST_UPDUSR_ID,TEXT,YES,N,,최종수정자ID,
54,TD_MS_MSG_AT_LQY_SNDNG,18,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,N,,최종수정일시,
55,TD_MS_MSG_AT_SNDNG_DTLS,1,SNDNG_KEY,NUMBER,YES,N,,발신KEY,
56,TD_MS_MSG_AT_SNDNG_DTLS,2,SNDNG_DTL_KEY,NUMBER,YES,N,,발신상세KEY,
57,TD_MS_MSG_AT_SNDNG_DTLS,3,SNDNG_DT,TIMESTAMP_NTZ,YES,N,,발신일시,
58,TD_MS_MSG_AT_SNDNG_DTLS,4,MBER_NO,TEXT,YES,N,,회원번호,
59,TD_MS_MSG_AT_SNDNG_DTLS,5,MBER_KORNM,TEXT,YES,N,,회원명,
60,TD_MS_MSG_AT_SNDNG_DTLS,6,MBTLNUM,TEXT,YES,N,,휴대폰번호,
61,TD_MS_MSG_AT_SNDNG_DTLS,7,SNDNG_NO,NUMBER,YES,N,,발신번호,
62,TD_MS_MSG_AT_SNDNG_DTLS,8,TRNSMS_STAT_CD,TEXT,YES,Y,MS282,전송상태코드,
63,TD_MS_MSG_AT_SNDNG_DTLS,9,TRNSMS_FAILR_CD_ID,TEXT,YES,N,,전송실패코드ID,
64,TD_MS_MSG_AT_SNDNG_DTLS,10,FRST_RGSTR_ID,TEXT,YES,N,,대체메시지발신여부,
65,TD_MS_MSG_AT_SNDNG_DTLS,11,ALTRTV_MSG_SNDNG_YN,TEXT,YES,Y,,대체문자 발송 여부,Y= '대체문자 발송' / N = '대체문자 발송X'
66,TD_MS_MSG_AT_SNDNG_DTLS,12,MSG_AT_CTNT,TEXT,YES,N,,대체메시지내용,
67,TD_MS_MSG_AT_SNDNG_DTLS,13,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,N,,최초등록자ID,
68,TD_MS_MSG_AT_SNDNG_DTLS,14,LAST_UPDUSR_ID,TEXT,YES,N,,최초등록일시,
69,TD_MS_MSG_AT_SNDNG_DTLS,15,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,N,,최종수정자ID,
70,TD_MS_MSG_AT_SNDNG_DTLS,16,ALTRTV_MSG_CTNT,TEXT,YES,N,,최종수정일시,
71,TD_MS_MSG_AT_SNDNG_DTLS,17,ATTACHED_FILE,TEXT,YES,N,,첨부파일,
72,TD_MS_PSTMTR_LQY_SNDNG,1,SNDNG_KEY,NUMBER,YES,N,,발신KEY,
73,TD_MS_PSTMTR_LQY_SNDNG,2,SNDNG_CNT,NUMBER,YES,N,,발신건수,
74,TD_MS_PSTMTR_LQY_SNDNG,3,SNDNG_SQNC,NUMBER,YES,N,,발신차수,
75,TD_MS_PSTMTR_LQY_SNDNG,4,SNDNG_TIT,TEXT,YES,N,,발신제목,
76,TD_MS_PSTMTR_LQY_SNDNG,5,SNDNG_MEMO_CTNT,TEXT,YES,N,,발신메모내용,
77,TD_MS_PSTMTR_LQY_SNDNG,6,FRST_RGSTR_ID,TEXT,YES,N,,최초등록자ID,
78,TD_MS_PSTMTR_LQY_SNDNG,7,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,N,,최초등록일시,
79,TD_MS_PSTMTR_LQY_SNDNG,8,LAST_UPDUSR_ID,TEXT,YES,N,,최종수정자ID,
80,TD_MS_PSTMTR_LQY_SNDNG,9,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,N,,최종수정일시,
81,TD_MS_PSTMTR_SNDNG_DTL,1,SNDNG_KEY,NUMBER,YES,N,,발신KEY,
82,TD_MS_PSTMTR_SNDNG_DTL,2,SNDNG_DTL_KEY,NUMBER,YES,N,,발신상세KEY,
83,TD_MS_PSTMTR_SNDNG_DTL,3,SNDNG_DE,TIMESTAMP_NTZ,YES,N,,발신일,
84,TD_MS_PSTMTR_SNDNG_DTL,4,MBER_NO,TEXT,YES,N,,회원번호,
85,TD_MS_PSTMTR_SNDNG_DTL,5,ZIP,TEXT,YES,N,,우편번호,
86,TD_MS_PSTMTR_SNDNG_DTL,6,ADDR,TEXT,YES,N,,주소,
87,TD_MS_PSTMTR_SNDNG_DTL,7,DTL_ADDR,TEXT,YES,N,,상세주소,
88,TD_MS_PSTMTR_SNDNG_DTL,8,RELATNSP_KEY,TEXT,YES,N,,결연KEY,
89,TD_MS_PSTMTR_SNDNG_DTL,9,MNG_NO,TEXT,YES,N,,관리번호,
90,TD_MS_PSTMTR_SNDNG_DTL,10,DTL_KEY,TEXT,YES,N,,상세KEY,
91,TD_MS_PSTMTR_SNDNG_DTL,11,BIZN_REQUST_KEY,TEXT,YES,N,,업무요청KEY,
92,TD_MS_PSTMTR_SNDNG_DTL,12,FRST_RGSTR_ID,TEXT,YES,N,,최초등록자ID,
93,TD_MS_PSTMTR_SNDNG_DTL,13,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,N,,최초등록일시,
94,TD_MS_PSTMTR_SNDNG_DTL,14,LAST_UPDUSR_ID,TEXT,YES,N,,최종수정자ID,
95,TD_MS_PSTMTR_SNDNG_DTL,15,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,N,,최종수정일시,
96,TM_CM_BRND_MNG,1,BRND_ID,TEXT,YES,N,,브랜드ID,
97,TM_CM_BRND_MNG,2,BRND_NM,TEXT,YES,N,,브랜드명,
98,TM_CM_BRND_MNG,3,USE_DEPT_CD,TEXT,YES,Y,,사용부서코드,TM_CM_CMPGN_MNG - CMPGN_CD - CMPGN_NM
99,TM_CM_BRND_MNG,4,USE_YN,TEXT,YES,Y,,사용여부,Y/N
100,TM_CM_BRND_MNG,5,PR_MTH_LIST,TEXT,YES,N,,홍보방법리스트,
101,TM_CM_BRND_MNG,6,FRST_RGSTR_ID,TEXT,YES,N,,최초등록자ID,
102,TM_CM_BRND_MNG,7,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,N,,최초등록일시,
103,TM_CM_BRND_MNG,8,LAST_UPDUSR_ID,TEXT,YES,N,,최종수정자ID,
104,TM_CM_BRND_MNG,9,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,N,,최종수정일시,
105,TM_CM_CMPGN_MNG,1,CMPGN_CD,TEXT,YES,N,,캠페인코드,
106,TM_CM_CMPGN_MNG,2,CMPGN_NM,TEXT,YES,N,,캠페인명,
107,TM_CM_CMPGN_MNG,3,UPPER_CMPGN_CD,TEXT,YES,N,,상위캠페인코드,
108,TM_CM_CMPGN_MNG,4,UPPER_CMPGN_YN,TEXT,YES,Y,,상위캠페인여부,Y/N
109,TM_CM_CMPGN_MNG,5,SPNSR_DIV_CD,TEXT,YES,Y,CM035,후원구분코드,1=정기후원; 2=일시후원
110,TM_CM_CMPGN_MNG,6,CPR_DIV_CD,TEXT,YES,Y,CM019,법인구분코드,
111,TM_CM_CMPGN_MNG,7,CMPGN_TRGET_CD,TEXT,YES,Y,CM002,캠페인대상코드,
112,TM_CM_CMPGN_MNG,8,USE_DEPT_CD,TEXT,YES,Y,,사용부서코드,TM_CM_CMPGN_MNG - CMPGN_CD - CMPGN_NM
113,TM_CM_CMPGN_MNG,9,USE_SCOPE,TEXT,YES,N,,사용범위,
114,TM_CM_CMPGN_MNG,10,SPNSR_ENTRPRS_ID,TEXT,YES,N,,후원기업ID,
115,TM_CM_CMPGN_MNG,11,BRND_ID,TEXT,YES,N,,브랜드ID,
116,TM_CM_CMPGN_MNG,12,PR_MTH_CD,TEXT,YES,Y,CM008,홍보방법코드,
117,TM_CM_CMPGN_MNG,13,CMPGN_STRT_DE,TEXT,YES,N,,캠페인시작일,
118,TM_CM_CMPGN_MNG,14,MBRFEE_BNKB_LIST,TEXT,YES,N,,회비통장리스트,
119,TM_CM_CMPGN_MNG,15,INICIS_ACNT_NO,TEXT,YES,N,,이니시스계정번호,
120,TM_CM_CMPGN_MNG,16,USE_YN,TEXT,YES,Y,,사용여부,Y/N
121,TM_CM_CMPGN_MNG,17,REFER_URL,TEXT,YES,N,,참고URL,
122,TM_CM_CMPGN_MNG,18,SPNSR_BSNS_ID,TEXT,YES,N,,후원사업ID,
123,TM_CM_CMPGN_MNG,19,CMPGN_DC,TEXT,YES,N,,캠페인설명,
124,TM_CM_CMPGN_MNG,20,EMRGNCY_AID_BPLC_CD,TEXT,YES,Y,,긴급구호사업장코드,TM_CM_EMRGNCY_AID_BPLC - EMRGNCY_AID_BPLC_CD - EMRGNCY_AID_NM
125,TM_CM_CMPGN_MNG,21,CMPGN_PRPT_YN,TEXT,YES,Y,,캠페인특성여부,Y/N
126,TM_CM_CMPGN_MNG,22,ATCHFL_ID,TEXT,YES,N,,첨부파일ID,
127,TM_CM_CMPGN_MNG,23,FRST_RGSTR_ID,TEXT,YES,N,,최초등록자ID,
128,TM_CM_CMPGN_MNG,24,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,N,,최초등록일시,
129,TM_CM_CMPGN_MNG,25,LAST_UPDUSR_ID,TEXT,YES,N,,최종수정자ID,
130,TM_CM_CMPGN_MNG,26,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,N,,최종수정일시,
131,TM_CM_CMPGN_MNG,27,RM,TEXT,YES,N,,비고,
132,TM_CM_CMPGN_MNG,28,MBER_INFLOW_PATH_CD,NUMBER,YES,Y,MM293,개발인입경로,
133,TM_CM_CMPGN_MNG,29,CMPGN_CTGR_CD,NUMBER,YES,Y,MM294,캠페인 카테고리,
134,TM_CM_CMPGN_MNG,30,CMPGN_TYPE1_BSN,NUMBER,YES,Y,MM295,캠페인유형(국내/해외),
135,TM_CM_CMPGN_MNG,31,CMPGN_TYPE2_BSN,NUMBER,YES,Y,MM296,캠페인유형(사업/사례),
136,TM_CM_CMPGN_MNG,32,MKTG_CMPGN_NM,NUMBER,YES,Y,TM_CM_MKTNG_CMPGN_MNG,마케팅갬페인명,"TM_CM_MKTNG_CMPGN_MNG 테이블의 MK_CMPGN_CD에 연결되며, MK_CMPGN_NM을 사용하면 됨"
137,TM_CM_DEPT_INFO,1,DEPT_ID,TEXT,YES,N,,부서ID,
138,TM_CM_DEPT_INFO,2,DEPT_NM,TEXT,YES,N,,부서명,
139,TM_CM_DEPT_INFO,3,UPPER_DEPT_ID,TEXT,YES,N,,상위부서ID,
140,TM_CM_DEPT_INFO,4,SORT_ORDR,TEXT,YES,N,,정렬순서,
141,TM_CM_DEPT_INFO,5,USE_YN,TEXT,YES,Y,,사용여부,Y/N
142,TM_CM_DEPT_INFO,6,ACMSLT_DEPT_YN,TEXT,YES,Y,,실적부서여부,Y/N
143,TM_CM_DEPT_INFO,7,STATS_DEPT_LVL,TEXT,YES,N,,통계부서레벨,
144,TM_CM_DEPT_INFO,8,FRST_RGSTR_ID,TEXT,YES,N,,최초등록자ID,
145,TM_CM_DEPT_INFO,9,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,N,,최초등록일시,
146,TM_CM_DEPT_INFO,10,LAST_UPDUSR_ID,TEXT,YES,N,,최종수정자ID,
147,TM_CM_DEPT_INFO,11,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,N,,최종수정일시,
148,TM_CM_DEPT_INFO,12,ACMSLT_UPPER_DEPT_ID,TEXT,YES,N,,실적상위부서ID,
149,TM_MM_FDRM_MBER_DVLP_AMT,1,SPNSR_NO,TEXT,YES,N,,후원번호,
150,TM_MM_FDRM_MBER_DVLP_AMT,2,SPNSR_BSNS_NO,NUMBER,YES,N,,후원사업번호,
151,TM_MM_FDRM_MBER_DVLP_AMT,3,OCCRRNC_DE,TEXT,YES,N,,발생일,
152,TM_MM_FDRM_MBER_DVLP_AMT,4,SER_NO,NUMBER,YES,N,,일련번호,
153,TM_MM_FDRM_MBER_DVLP_AMT,5,MBER_NO,TEXT,YES,N,,회원번호,
154,TM_MM_FDRM_MBER_DVLP_AMT,6,ACT_DEPT_CD,TEXT,YES,Y,,활동부서코드,TM_CM_CMPGN_MNG - CMPGN_CD - CMPGN_NM
155,TM_MM_FDRM_MBER_DVLP_AMT,7,ACMSLT_DEPT_CD,TEXT,YES,Y,,실적부서코드,TM_CM_CMPGN_MNG - CMPGN_CD - CMPGN_NM
156,TM_MM_FDRM_MBER_DVLP_AMT,8,CMPGN_CD,TEXT,YES,Y,,캠페인코드,TM_CM_CMPGN_MNG - CMPGN_CD - CMPGN_NM
157,TM_MM_FDRM_MBER_DVLP_AMT,10,MBER_DIV_CD,TEXT,YES,Y,MM018,회원구분코드,
158,TM_MM_FDRM_MBER_DVLP_AMT,11,SEX,TEXT,YES,N,CM013,성별,"특이사항, 6=단체, 7=기업, 8=기타 값을 보면. 컬럼설명은 성별이나 성별만으로는 사용하지는 않음"
159,TM_MM_FDRM_MBER_DVLP_AMT,12,AREA_CD,TEXT,YES,Y,CM018,지역코드,
160,TM_MM_FDRM_MBER_DVLP_AMT,13,AGE,NUMBER,YES,N,,연령,
161,TM_MM_FDRM_MBER_DVLP_AMT,14,SPNSR_TIME_CO,NUMBER,YES,N,,후원시간수,
162,TM_MM_FDRM_MBER_DVLP_AMT,15,SPNSR_AMT_CD,TEXT,YES,Y,CM012,후원금액코드,
163,TM_MM_FDRM_MBER_DVLP_AMT,16,SPNSR_BSNS_ID,TEXT,YES,N,,후원사업ID,
164,TM_MM_FDRM_MBER_DVLP_AMT,17,CANCL_RDCAMT_RSN_CD,TEXT,YES,Y,MM002,취소감액사유코드,
165,TM_MM_FDRM_MBER_DVLP_AMT,18,SPNSR_AMT,NUMBER,YES,N,,후원금액,
166,TM_MM_FDRM_MBER_DVLP_AMT,19,DVLP_DIV_CD,TEXT,YES,Y,MM015,개발구분코드,
167,TM_MM_FDRM_MBER_DVLP_AMT,20,FRST_RGSTR_ID,TEXT,YES,N,,최초등록자ID,
168,TM_MM_FDRM_MBER_DVLP_AMT,21,FRST_RGSTR_NM,TEXT,YES,N,,최초등록자명,
169,TM_MM_FDRM_MBER_INFO,1,MBER_NO,TEXT,YES,N,,회원번호,
170,TM_MM_FDRM_MBER_INFO,2,MBER_DIV_CD,TEXT,YES,Y,MM018,회원구분코드,1=개인;2=기업;3=단체
171,TM_MM_FDRM_MBER_INFO,3,CPR_DIV_CD,TEXT,YES,Y,CM019,법인구분코드,"I=사단, S=사복, A=통합"
172,TM_MM_FDRM_MBER_INFO,4,RRN_FSTDGT,TEXT,YES,N,,주민등록번호앞자리,
173,TM_MM_FDRM_MBER_INFO,5,RRN_LSTDGT_ENC,TEXT,YES,N,,주민등록번호뒷자리암호화,
174,TM_MM_FDRM_MBER_INFO,6,BRTHDY,TEXT,YES,N,,생년월일,
175,TM_MM_FDRM_MBER_INFO,7,SLRCLD_LRR_CD,TEXT,YES,Y,CM029,양력음력코드,
176,TM_MM_FDRM_MBER_INFO,8,MBER_KORNM,TEXT,YES,N,,회원한글명,
177,TM_MM_FDRM_MBER_INFO,9,MBER_ENGNM,TEXT,YES,N,,회원영문명,
178,TM_MM_FDRM_MBER_INFO,10,MBTLNUM,TEXT,YES,N,,휴대폰번호,
179,TM_MM_FDRM_MBER_INFO,11,MOBLPHON_STAT_CD,TEXT,YES,Y,MM008,휴대폰상태코드,
180,TM_MM_FDRM_MBER_INFO,12,TSTM_DIV_CD,FLOAT,YES,Y,MS026,TSTM구분코드,
181,TM_MM_FDRM_MBER_INFO,13,ETC_CTTPC,TEXT,YES,N,,기타연락처,
182,TM_MM_FDRM_MBER_INFO,14,ETC_TSTM_DIV_CD,FLOAT,YES,Y,MS026,기타TSTM구분코드,
183,TM_MM_FDRM_MBER_INFO,15,ETC_CTTPC_REL_CD,TEXT,YES,Y,MM008,기타연락처관계코드,
184,TM_MM_FDRM_MBER_INFO,16,ETC_CTTPC_STAT_CD,TEXT,YES,Y,MM008,기타연락처상태코드,
185,TM_MM_FDRM_MBER_INFO,17,FAXNO,TEXT,YES,N,,팩스번호,
186,TM_MM_FDRM_MBER_INFO,18,ZIP,TEXT,YES,N,,우편번호,
187,TM_MM_FDRM_MBER_INFO,19,ADDR,TEXT,YES,N,,주소,
188,TM_MM_FDRM_MBER_INFO,20,DTL_ADDR,TEXT,YES,N,,상세주소,
189,TM_MM_FDRM_MBER_INFO,21,EMAIL,TEXT,YES,N,,이메일,
190,TM_MM_FDRM_MBER_INFO,22,EMAIL_STAT_CD,TEXT,YES,Y,MM009,이메일상태코드,
191,TM_MM_FDRM_MBER_INFO,23,PSTMTR_RECPTN_CD,TEXT,YES,Y,MS027,우편물수신코드,
192,TM_MM_FDRM_MBER_INFO,24,EMAIL_RECPTN_CD,TEXT,YES,Y,MS028,이메일수신코드,
193,TM_MM_FDRM_MBER_INFO,25,CHRCTR_RECPTN_YN,TEXT,YES,Y,,문자수신여부,Y/N (빈값 및 Null 존재)
194,TM_MM_FDRM_MBER_INFO,26,BL_ENTRPS_NO,FLOAT,YES,N,,소속업체번호,
195,TM_MM_FDRM_MBER_INFO,27,SPECL_MNG_CD1,TEXT,YES,N,,특별관리코드1,
196,TM_MM_FDRM_MBER_INFO,28,SPECL_MNG_CD2,TEXT,YES,N,,특별관리코드2,
197,TM_MM_FDRM_MBER_INFO,29,TNI_CU_BL_NO,TEXT,YES,N,,더네이버스클럽소속번호,
198,TM_MM_FDRM_MBER_INFO,30,CMPGN_CD,TEXT,YES,Y,,캠페인코드,TM_CM_CMPGN_MNG - CMPGN_CD - CMPGN_NM
199,TM_MM_FDRM_MBER_INFO,31,MBER_STAT_CD,TEXT,YES,Y,MM010,회원상태코드,
200,TM_MM_FDRM_MBER_INFO,32,RELATNSP_DIV_CD,TEXT,YES,Y,MM019,결연구분코드,1=신규;2=결연회원;3=비결연회원;4=혼합회원;5=후원중단 (빈값 및 NULL 존재)
201,TM_MM_FDRM_MBER_INFO,33,ACT_DEPT_CD,TEXT,YES,Y,,활동부서코드,TM_CM_CMPGN_MNG - CMPGN_CD - CMPGN_NM
202,TM_MM_FDRM_MBER_INFO,34,HMPG_ID,TEXT,YES,N,,홈페이지ID,
203,TM_MM_FDRM_MBER_INFO,35,JOIN_PATH_CD,TEXT,YES,Y,MM014,가입경로코드,
204,TM_MM_FDRM_MBER_INFO,36,CTI_SYNCHRN_DIV_CD,TEXT,YES,Y,,CTI동기화구분코드,"사용하지 않음
1= '동기' , NULL ='비동기' , 2='비동기'"
205,TM_MM_FDRM_MBER_INFO,37,STDR_DE,TEXT,YES,N,,기준일,
206,TM_MM_FDRM_MBER_INFO,38,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,N,,최초등록일시,
