NO,테이블명,컬럼순서,컬럼명,데이터타입,NULL허용,코드여부,코드그룹ID,컬럼설명(한글),비고
655,SND_MEMBER_LIST,66,NEW_CHILD_PIC,TEXT,YES,,,,
656,SND_MEMBER_LIST,67,NEW_CHILD_GENDER,TEXT,YES,,,,
657,SND_MEMBER_LIST,68,RELATN_CHILD_PIC,TEXT,YES,,,,
658,SND_MEMBER_LIST,69,SPNSR_AMOUNT,NUMBER,YES,,,,
659,SND_MEMBER_LIST,70,SPNSR_STRT_DT,TIMESTAMP_NTZ,YES,,,,
660,SND_MEMBER_LIST,71,SPNSR_DSCNTC_DT,TIMESTAMP_NTZ,YES,,,,
661,SND_MEMBER_LIST,72,RELATNSP_DT,TIMESTAMP_NTZ,YES,,,,
662,SND_MEMBER_LIST,73,MBER_BIRTHDAY,TIMESTAMP_NTZ,YES,,,,
663,SND_MEMBER_LIST,74,SPNSR_TYPE,TEXT,YES,,,,
664,SND_MEMBER_LIST,75,CPR_DIV_CD,TEXT,YES,,,,
665,SND_MEMBER_LIST,76,DEPT_CD,TEXT,YES,,,,
666,SND_MEMBER_LIST,77,CURRENT_BRND,TEXT,YES,,,,
667,SND_MEMBER_LIST,78,CURRENT_UPPER_CMPGN,TEXT,YES,,,,
668,SND_MEMBER_LIST,79,CURRENT_CMPGN,TEXT,YES,,,,
669,SND_MEMBER_LIST,80,FIRST_UPPER_CMPGN,TEXT,YES,,,,
670,SND_MEMBER_LIST,81,FIRST_CMPGN,TEXT,YES,,,,
671,SND_MEMBER_LIST,82,LAST_TOP_CMPGN,TEXT,YES,,,,
672,SND_MEMBER_LIST,83,LAST_CMPGN,TEXT,YES,,,,
673,SND_MEMBER_LIST,84,SMS_TALK_CONT,TEXT,YES,,,,
674,SND_MEMBER_LIST,85,MAIL_CONT,TEXT,YES,,,,
675,SND_MEMBER_LIST,86,ALIM_TALK_CONT,TEXT,YES,,,,
676,SND_MEMBER_LIST,87,BTN_LIST,TEXT,YES,,,,
677,SND_MEMBER_LIST,88,EXTRA,TEXT,YES,,,,
678,SND_MEMBER_LIST,89,MSG_KEY,TEXT,YES,,,,
679,SND_MEMBER_LIST,90,CINFO,TEXT,YES,,,,
680,SND_MEMBER_LIST,91,RESPONSED_YN,TEXT,YES,,,,
681,SND_MEMBER_LIST,92,RESPONSED_DT,TIMESTAMP_NTZ,YES,,,,
682,SND_MEMBER_LIST,93,SYNCED_AT,TIMESTAMP_NTZ,YES,,,,
683,SND_MEMBER_LIST,94,CALL_STATUS,TEXT,YES,,,,
684,SND_MEMBER_LIST,95,REAL_SEND_DT,TIMESTAMP_NTZ,YES,,,,
685,SND_MEMBER_LIST,96,LAST_UPPER_CMPGN,TEXT,YES,,,,
686,TM_RM_RELATNSP_GFTMNEY_INFO,1,RELATNSP_KEY,NUMBER,NO,,,,
687,TM_RM_RELATNSP_GFTMNEY_INFO,2,MNG_NO,TEXT,NO,,,,
688,TM_RM_RELATNSP_GFTMNEY_INFO,3,MBRFEE_KEY,NUMBER,NO,,,,
689,TM_RM_RELATNSP_GFTMNEY_INFO,4,SETLE_DE,TIMESTAMP_NTZ,YES,,,,
690,TM_RM_RELATNSP_GFTMNEY_INFO,5,SETLE_CD,TEXT,YES,,,,
691,TM_RM_RELATNSP_GFTMNEY_INFO,6,SETLE_BANK_CD,TEXT,YES,,,,
692,TM_RM_RELATNSP_GFTMNEY_INFO,7,SETLE_NO_ENC,TEXT,YES,,,,
693,TM_RM_RELATNSP_GFTMNEY_INFO,8,GFTMNEY,NUMBER,YES,,,,
694,TM_RM_RELATNSP_GFTMNEY_INFO,9,GFT_DIV_CD,TEXT,YES,,,,
695,TM_RM_RELATNSP_GFTMNEY_INFO,10,KOREAN_RM_CTNT,TEXT,YES,,,,
696,TM_RM_RELATNSP_GFTMNEY_INFO,11,ENGL_RM_CTNT,TEXT,YES,,,,
697,TM_RM_RELATNSP_GFTMNEY_INFO,12,SNDNG_DE,TIMESTAMP_NTZ,YES,,,,
698,TM_RM_RELATNSP_GFTMNEY_INFO,13,EHGT,TEXT,YES,,,,
699,TM_RM_RELATNSP_GFTMNEY_INFO,14,GFTMNEY_DOLLAR_AMT,TEXT,YES,,,,
700,TM_RM_RELATNSP_GFTMNEY_INFO,15,APRV_DE,TIMESTAMP_NTZ,YES,,,,
701,TM_RM_RELATNSP_GFTMNEY_INFO,16,UNREPLY_RSN_CD,NUMBER,YES,,,,
702,TM_RM_RELATNSP_GFTMNEY_INFO,17,TRNSFER_KEY,NUMBER,YES,,,,
703,TM_RM_RELATNSP_GFTMNEY_INFO,18,TRNSFER_YN,TEXT,YES,,,,
704,TM_RM_RELATNSP_GFTMNEY_INFO,19,TRNSFER_AFTER_RELATNSP_KEY,NUMBER,YES,,,,
705,TM_RM_RELATNSP_LETTER_INFO,1,RELATNSP_KEY,NUMBER,NO,,,,
706,TM_RM_RELATNSP_LETTER_INFO,2,MNG_NO,TEXT,NO,,,,
707,TM_RM_RELATNSP_LETTER_INFO,3,LETTER_DIV_CD,NUMBER,YES,,,,
708,TM_RM_RELATNSP_LETTER_INFO,4,CTNT,TEXT,YES,,,,
709,TM_RM_RELATNSP_LETTER_INFO,5,RCEPT_DE,TIMESTAMP_NTZ,YES,,,,
710,TM_RM_RELATNSP_LETTER_INFO,6,SNDNG_DE,TIMESTAMP_NTZ,YES,,,,
711,TM_RM_RELATNSP_LETTER_INFO,7,ONLINE_POST_WRITNG_YN,TEXT,YES,,,,
712,TM_RM_RELATNSP_LETTER_INFO,8,FRST_RGSTR_ID,TEXT,YES,,,,
713,TM_RM_RELATNSP_LETTER_INFO,9,FRST_REGIST_DE,TIMESTAMP_NTZ,YES,,,,
714,TM_RM_RELATNSP_LETTER_INFO,10,EXCEL_SER_NO,NUMBER,YES,,,,
715,TM_RM_RELATNSP_LETTER_INFO,11,UNREPLY_RSN_CD,NUMBER,YES,,,,
716,TM_RM_RELATNSP_LETTER_INFO,12,LANG_CD,TEXT,YES,,,,
717,TM_RM_RELATNSP_LETTER_INFO,13,ONLINE_INFLOW_CD,NUMBER,YES,,,,
718,TM_RM_RELATNSP_LETTER_INFO,14,LETTER_STAT_CD,NUMBER,YES,,,,
719,TM_MS_CRMN,1,CRMN_CD,NUMBER,NO,,,,
720,TM_MS_CRMN,2,CRMN_DIV_CD,TEXT,YES,,,,
721,TM_MS_CRMN,3,CRMN_TIT,TEXT,YES,,,,
722,TM_MS_CRMN,4,CRMN_PLACE_NM,TEXT,YES,,,,
723,TM_MS_CRMN,5,BRNCH_DEPT_ID,TEXT,YES,,,,
724,TM_MS_CRMN,6,ATCHFL_ID,TEXT,YES,,,,
725,TM_MS_CRMN,7,SITE_URL,TEXT,YES,,,,
726,TM_MS_CRMN,8,CRMN_STRT_DE,TEXT,YES,,,,
727,TM_MS_CRMN,9,CRMN_END_DE,TEXT,YES,,,,
728,TM_MS_CRMN,10,CRMN_PART_STRT_DE,TEXT,YES,,,,
729,TM_MS_CRMN,11,CRMN_PART_END_DE,TEXT,YES,,,,
730,TM_MS_CRMN,12,TAT,NUMBER,YES,,,,
731,TM_MS_CRMN,13,RCRIT_PSNNL_CO,NUMBER,YES,,,,
732,TM_MS_CRMN,14,RESRCE_SRVC_FG,NUMBER,YES,,,,
733,TM_MS_CRMN,15,CPR_DIV_CD,TEXT,YES,,,,
734,TM_MS_CRMN,16,ENTRPS_CD,NUMBER,YES,,,,
735,TM_MS_CRMN,17,RM,TEXT,YES,,,,
736,TM_MS_CRMN,18,CRMN_CTNT,TEXT,YES,,,,
737,TM_MS_CRMN,19,USE_YN,TEXT,YES,,,,
738,TM_MS_CRMN,20,PART_USE_YN,TEXT,YES,,,,
739,TM_MS_CRMN,21,TMPLAT_ID,TEXT,YES,,,,
740,TM_MS_CRMN,22,TMPLAT_TIT,TEXT,YES,,,,
741,TM_MS_CRMN,23,TMPLAT_PART_ID,TEXT,YES,,,,
742,TM_MS_CRMN,24,TMPLAT_PART_TIT,TEXT,YES,,,,
743,TM_MS_CRMN,25,FRST_RGSTR_ID,TEXT,YES,,,,
744,TM_MS_CRMN,26,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,,,,
745,TM_MS_CRMN,27,LAST_UPDUSR_ID,TEXT,YES,,,,
746,TM_MS_CRMN,28,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,,,,
747,TM_MS_CRMN,29,SRVY,TEXT,YES,,,,
748,TM_MS_CRMN,30,RM2,TEXT,YES,,,,
749,TM_MS_CRMN,31,PROMO_CODE,TEXT,YES,,,,
750,TD_MS_CRMN_PRTCPNT,1,CRMN_CD,NUMBER,NO,,,,
751,TD_MS_CRMN_PRTCPNT,2,PRTCPNT_KEY,NUMBER,NO,,,,
752,TD_MS_CRMN_PRTCPNT,3,MBER_NO,TEXT,YES,,,,
753,TD_MS_CRMN_PRTCPNT,4,RQST_PATH_CD,TEXT,YES,,,,
754,TD_MS_CRMN_PRTCPNT,5,PARTCPT_TIME_CO,NUMBER,YES,,,,
755,TD_MS_CRMN_PRTCPNT,6,PARTCPT_STAT_CD,TEXT,YES,,,,
756,TD_MS_CRMN_PRTCPNT,7,SELF_PARTCPT_CD,TEXT,YES,,,,
757,TD_MS_CRMN_PRTCPNT,8,RCPMNY_STAT_CD,TEXT,YES,,,,
758,TD_MS_CRMN_PRTCPNT,9,RCPMNY_DATE,TEXT,YES,,,,
759,TD_MS_CRMN_PRTCPNT,10,REFND_DATE,TEXT,YES,,,,
760,TD_MS_CRMN_PRTCPNT,11,RQST_DATE,TEXT,YES,,,,
761,TD_MS_CRMN_PRTCPNT,12,PARTCPT_DATE,TEXT,YES,,,,
762,TD_MS_CRMN_PRTCPNT,13,RCPMNY_AMT,NUMBER,YES,,,,
763,TD_MS_CRMN_PRTCPNT,14,ACMPNY_PARTCPT_CO,NUMBER,YES,,,,
764,TD_MS_CRMN_PRTCPNT,15,RM,TEXT,YES,,,,
765,TD_MS_CRMN_PRTCPNT,16,FRST_RGSTR_ID,TEXT,YES,,,,
766,TD_MS_CRMN_PRTCPNT,17,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,,,,
767,TD_MS_CRMN_PRTCPNT,18,LAST_UPDUSR_ID,TEXT,YES,,,,
768,TD_MS_CRMN_PRTCPNT,19,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,,,,
769,TM_MS_EVENT,1,EVENT_CD,NUMBER,NO,,,,
770,TM_MS_EVENT,2,EVENT_DIV_CD,TEXT,YES,,,,
771,TM_MS_EVENT,3,EVENT_NM,TEXT,YES,,,,
772,TM_MS_EVENT,4,STRT_DATE,TEXT,YES,,,,
773,TM_MS_EVENT,5,END_DATE,TEXT,YES,,,,
774,TM_MS_EVENT,6,PRZWIN_PSNNL_CO,NUMBER,YES,,,,
775,TM_MS_EVENT,7,PRZWIN_GFT_SNDNG_DE,TEXT,YES,,,,
776,TM_MS_EVENT,8,FRST_RGSTR_ID,TEXT,YES,,,,
777,TM_MS_EVENT,9,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,,,,
778,TM_MS_EVENT,10,LAST_UPDUSR_ID,TEXT,YES,,,,
779,TM_MS_EVENT,11,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,,,,
780,TD_MS_EVENT_PRTCPNT_DTL,1,EVENT_CD,NUMBER,NO,,,,
781,TD_MS_EVENT_PRTCPNT_DTL,2,MBER_NO,TEXT,NO,,,,
782,TD_MS_EVENT_PRTCPNT_DTL,3,PARTCPT_SEQ,NUMBER,NO,,,,
783,TD_MS_EVENT_PRTCPNT_DTL,4,EVENT_PARTCPT_DIV_CD,TEXT,YES,,,,
784,TD_MS_EVENT_PRTCPNT_DTL,5,PRZWIN_CD,NUMBER,YES,,,,
785,TD_MS_EVENT_PRTCPNT_DTL,6,PARTCPT_CHNNL_CD,TEXT,YES,,,,
786,TD_MS_EVENT_PRTCPNT_DTL,7,PARTCPT_PATH_CD,TEXT,YES,,,,
787,TD_MS_EVENT_PRTCPNT_DTL,8,PARTCPT_STAT_CD,TEXT,YES,,,,
788,TD_MS_EVENT_PRTCPNT_DTL,9,PARTCPT_DT,TIMESTAMP_NTZ,YES,,,,
789,TD_MS_EVENT_PRTCPNT_DTL,10,RM,TEXT,YES,,,,
790,TD_MS_EVENT_PRTCPNT_DTL,11,RM2,TEXT,YES,,,,
791,TD_MS_EVENT_PRTCPNT_DTL,12,FRST_RGSTR_ID,TEXT,YES,,,,
792,TD_MS_EVENT_PRTCPNT_DTL,13,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,,,,
793,TD_MS_EVENT_PRTCPNT_DTL,14,LAST_UPDUSR_ID,TEXT,YES,,,,
794,TD_MS_EVENT_PRTCPNT_DTL,15,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,,,,
795,TM_MM_FDRM_MBER_RE_SPNSR,1,MBER_NO,TEXT,NO,,,,
796,TM_MM_FDRM_MBER_RE_SPNSR,2,SER_NO,NUMBER,NO,,,,
797,TM_MM_FDRM_MBER_RE_SPNSR,3,RE_SPNSR_DE,TEXT,NO,,,,
798,TM_MM_FDRM_MBER_RE_SPNSR,4,REGIST_DEPT_CD,TEXT,YES,Y,TM_CM_DEPT_INFO,,
799,TM_MM_FDRM_MBER_RE_SPNSR,5,FRST_RGSTR_ID,TEXT,YES,,,,
800,TM_MM_FDRM_MBER_IRSD,1,OCCRRNC_DE,TEXT,NO,,,,
801,TM_MM_FDRM_MBER_IRSD,2,SER_NO,NUMBER,NO,,,,
802,TM_MM_FDRM_MBER_IRSD,3,ACMSLT_DEPT_CD,TEXT,YES,Y,TM_CM_DEPT_INFO,,
803,TM_MM_FDRM_MBER_IRSD,4,CMPGN_CD,TEXT,YES,Y,TM_CM_CMPGN_MNG,,
804,TM_MM_FDRM_MBER_IRSD,5,MBER_NO,TEXT,YES,,,,
805,TM_MM_FDRM_MBER_IRSD,6,SPNSR_AMT,NUMBER,YES,,,,
806,TM_MM_FDRM_MBER_IRSD,7,SETLE_CD,TEXT,YES,Y,PM040,,
807,TM_MM_FDRM_MBER_IRSD,8,MBER_DIV_CD,TEXT,YES,Y,MM018,,
808,TM_MM_FDRM_MBER_IRSD,9,SEX,TEXT,YES,Y,CM013,,
809,TM_MM_FDRM_MBER_IRSD,10,AREA_CD,TEXT,YES,Y,CM011,,
810,TM_MM_FDRM_MBER_IRSD,11,AGE,NUMBER,YES,Y,CM014,,
811,TM_MM_FDRM_MBER_IRSD,12,SPNSR_TIME_CO,NUMBER,YES,,,,
812,TM_MM_FDRM_MBER_IRSD,13,SPNSR_AMT_CD,TEXT,YES,Y,CM012,,
813,TM_MM_FDRM_MBER_IRSD,14,RDCAMT_YN,TEXT,YES,,,,
814,TM_MM_FDRM_MBER_IRSD,15,FRST_RGSTR_ID,TEXT,YES,,,,
815,TM_MM_FDRM_MBER_SPNSR_BSNS,1,SPNSR_NO,TEXT,NO,Y,TM_MM_FDRM_MBER_DVLP_AMT,,
816,TM_MM_FDRM_MBER_SPNSR_BSNS,2,SPNSR_BSNS_NO,NUMBER,NO,Y,TM_MM_FDRM_MBER_DVLP_AMT,,
817,TM_MM_FDRM_MBER_SPNSR_BSNS,3,SPNSR_BSNS_ID,TEXT,YES,,,,
818,TM_MM_FDRM_MBER_SPNSR_BSNS,4,SPNSR_AMT,NUMBER,YES,,,,
819,TM_MM_FDRM_MBER_SPNSR_BSNS,5,SPNSR_DSCNTC_DE,TEXT,YES,,,,
820,TM_MM_FDRM_MBER_SPNSR_BSNS,6,SPNSR_DSCNTC_YN,TEXT,YES,,,,
821,TM_MM_FDRM_MBER_SPNSR_BSNS,7,SPNSR_DSCNTC_RSN_CD,TEXT,YES,Y,MM005,,
822,TM_MM_FDRM_MBER_SPNSR_DSCNTC,1,MBER_NO,TEXT,NO,,,,
823,TM_MM_FDRM_MBER_SPNSR_DSCNTC,2,SPNSR_DSCNTC_DE,TEXT,NO,,,,
824,TM_MM_FDRM_MBER_SPNSR_DSCNTC,3,SER_NO,NUMBER,NO,,,,
825,TM_MM_FDRM_MBER_SPNSR_DSCNTC,4,DSCNTC_RSN_CD,TEXT,YES,Y,MM005,,
826,TM_MM_FDRM_MBER_SPNSR_DSCNTC,5,DSCNTC_PATH,TEXT,YES,Y,MM287,,
827,TM_MM_FDRM_MBER_SPNSR_DSCNTC,6,REGIST_DEPT_CD,TEXT,YES,Y,TM_CM_DEPT_INFO,,
828,TM_MM_FDRM_MBER_SPNSR_DSCNTC,7,FRST_RGSTR_ID,TEXT,YES,,,,
829,TH_PM_SETLE_INFO_HIST,1,SETLE_KEY,NUMBER,NO,,,,
830,TH_PM_SETLE_INFO_HIST,2,UPDT_DT,TIMESTAMP_NTZ,YES,,,,
831,TH_PM_SETLE_INFO_HIST,3,UPDUSR_ID,TEXT,YES,,,,
832,TH_PM_SETLE_INFO_HIST,4,UPDUSR_NM,TEXT,YES,,,,
833,TH_PM_SETLE_INFO_HIST,5,MBER_NO,TEXT,NO,,,,
834,TH_PM_SETLE_INFO_HIST,6,CPR_DIV_CD,TEXT,NO,,,,
835,TH_PM_SETLE_INFO_HIST,7,SETLE_CD,TEXT,NO,Y,PM040,,
836,TH_PM_SETLE_INFO_HIST,8,WTDRW_STRT_DE,TIMESTAMP_NTZ,YES,,,,
837,TH_PM_SETLE_INFO_HIST,9,WTDRW_ASMT_SQNC,NUMBER,YES,,,,
838,TH_PM_SETLE_INFO_HIST,10,FNLT_DIV_CD,TEXT,YES,,,,
839,TH_PM_SETLE_INFO_HIST,11,FNLT_CD,TEXT,YES,,,,
840,TH_PM_SETLE_INFO_HIST,12,SETLE_ENTRPS_CD,TEXT,YES,,,,
842,TH_PM_SETLE_INFO_HIST,14,CARD_TRMVT,TEXT,YES,,,,
843,TH_PM_SETLE_INFO_HIST,15,ACNUT_SER_NO,NUMBER,YES,,,,
844,TH_PM_SETLE_INFO_HIST,16,PAYER_NM,TEXT,YES,,,,
845,TH_PM_SETLE_INFO_HIST,17,CARD_DIV_CD,TEXT,YES,Y,PM044,,
847,TH_PM_SETLE_INFO_HIST,19,MBTLNUM,TEXT,YES,,,,
848,TH_PM_SETLE_INFO_HIST,20,ETC_CTTPC,TEXT,YES,,,,
849,TH_PM_SETLE_INFO_HIST,21,ETC_CTTPC_REL_CD,TEXT,YES,,,,
850,TH_PM_SETLE_INFO_HIST,22,PAYER_MBER_REL_CD,TEXT,YES,,,,
851,TH_PM_SETLE_INFO_HIST,23,CRTFC_MTH_CD,TEXT,YES,,,,
852,TH_PM_SETLE_INFO_HIST,24,CRTFC_FILE_NM,TEXT,YES,,,,
853,TH_PM_SETLE_INFO_HIST,25,CRTFC_DATA_CTNT,TEXT,YES,,,,
854,TH_PM_SETLE_INFO_HIST,26,CRTFC_DE,TIMESTAMP_NTZ,YES,,,,
855,TH_PM_SETLE_INFO_HIST,27,FILE_SIZE,NUMBER,YES,,,,
857,TH_PM_SETLE_INFO_HIST,29,SETLE_STAT_CD,TEXT,YES,Y,PM001,,
858,TH_PM_SETLE_INFO_HIST,30,BF_SETLE_STAT_CD,TEXT,YES,,,,
859,TH_PM_SETLE_INFO_HIST,31,RQST_DIV_CD,TEXT,YES,,,,
860,TH_PM_SETLE_INFO_HIST,32,RCEPT_DIV_CD,TEXT,YES,,,,
861,TH_PM_SETLE_INFO_HIST,33,APRV_YN,TEXT,YES,,,,
862,TH_PM_SETLE_INFO_HIST,34,APRV_REQUST_KEY,NUMBER,YES,,,,
863,TH_PM_SETLE_INFO_HIST,35,APRV_RST_KEY,NUMBER,YES,,,,
864,TH_PM_SETLE_INFO_HIST,36,FRST_BEGIN_DE,TIMESTAMP_NTZ,YES,,,,
865,TH_PM_SETLE_INFO_HIST,37,RQEST_EXCL_YN,TEXT,YES,,,,
866,TH_PM_SETLE_INFO_HIST,38,RQEST_EXCL_STRT_DE,TIMESTAMP_NTZ,YES,,,,
867,TH_PM_SETLE_INFO_HIST,39,RQEST_EXCL_END_DE,TIMESTAMP_NTZ,YES,,,,
868,TH_PM_SETLE_INFO_HIST,40,APPLCNT_NM,TEXT,YES,,,,
870,TH_PM_SETLE_INFO_HIST,42,APPLCNT_MBTLNUM,TEXT,YES,,,,
871,TH_PM_SETLE_INFO_HIST,43,APPLCNT_ETC_CTTPC,TEXT,YES,,,,
872,TH_PM_SETLE_INFO_HIST,44,APPLCNT_ETC_CTTPC_REL_CD,TEXT,YES,,,,
873,TH_PM_SETLE_INFO_HIST,45,APPLCNT_MBER_REL_CD,TEXT,YES,,,,
874,TH_PM_SETLE_INFO_HIST,46,BF_SETLE_KEY,NUMBER,YES,,,,
875,TH_PM_SETLE_INFO_HIST,47,OPERT_DIV_CD,TEXT,YES,,,,
877,TH_PM_SETLE_INFO_HIST,49,CRTFC_TY_CD,TEXT,YES,,,,
878,TH_PM_SETLE_INFO_HIST,50,USE_YN,TEXT,YES,,,,
879,TH_PM_SETLE_INFO_HIST,51,RGSTR_ID,TEXT,YES,,,,
880,TH_PM_SETLE_INFO_HIST,52,RGSTR_NM,TEXT,YES,,,,
881,TH_PM_SETLE_INFO_HIST,53,REGIST_DT,TIMESTAMP_NTZ,YES,,,,
882,TM_CM_SPNSR_BSNS_INFO,1,SPNSR_BSNS_ID,TEXT,NO,,,,
883,TM_CM_SPNSR_BSNS_INFO,2,SPNSR_DIV_CD,TEXT,YES,,,,
884,TM_CM_SPNSR_BSNS_INFO,3,SPNSR_BSNS_NM,TEXT,YES,,,,
885,TM_CM_SPNSR_BSNS_INFO,4,SPNSR_BSNS_ABRV_CD,TEXT,YES,,,,
886,TM_CM_SPNSR_BSNS_INFO,5,DNTN_TY_CD,TEXT,YES,Y,PM041,,
887,TM_CM_SPNSR_BSNS_INFO,6,SORT_ORDR,NUMBER,YES,,,,
888,TM_CM_SPNSR_BSNS_INFO,7,CPR_DIV_CD,TEXT,YES,Y,CM019,,
889,TM_CM_SPNSR_BSNS_INFO,8,RM,TEXT,YES,,,,
890,TM_CM_SPNSR_BSNS_INFO,9,USE_YN,TEXT,YES,,,,
891,TM_CM_SPNSR_BSNS_INFO,10,FRST_RGSTR_ID,TEXT,YES,,,,
892,TM_CM_SPNSR_BSNS_INFO,11,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,,,,
893,TM_CM_SPNSR_BSNS_INFO,12,LAST_UPDUSR_ID,TEXT,YES,,,,
894,TM_CM_SPNSR_BSNS_INFO,13,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,,,,
895,TH_MM_FDRM_MBER_STNG_DTLS,1,MBER_NO,TEXT,NO,,,,
896,TH_MM_FDRM_MBER_STNG_DTLS,2,SER_NO,NUMBER,NO,,,,
897,TH_MM_FDRM_MBER_STNG_DTLS,3,BF_STAT_CD,TEXT,YES,Y,MM010,,
898,TH_MM_FDRM_MBER_STNG_DTLS,4,CHN_STAT_CD,TEXT,YES,Y,MM010,,
899,TH_MM_FDRM_MBER_STNG_DTLS,5,FRST_RGSTR_ID,TEXT,YES,,,,
900,TH_MM_FDRM_MBER_STNG_DTLS,6,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,,,,
901,TM_CM_MKTNG_CMPGN_MNG,1,MK_CMPGN_CD,TEXT,NO,,,,
902,TM_CM_MKTNG_CMPGN_MNG,2,MK_CMPGN_NM,TEXT,YES,,,,
903,TM_CM_MKTNG_CMPGN_MNG,3,USE_YN,TEXT,YES,,,,
904,TM_CM_MKTNG_CMPGN_MNG,4,RM,TEXT,YES,,,,
905,TM_CM_MKTNG_CMPGN_MNG,5,FRST_RGSTR_ID,TEXT,YES,,,,
906,TM_CM_MKTNG_CMPGN_MNG,6,FRST_REGIST_DT,TIMESTAMP_NTZ,YES,,,,
907,TM_CM_MKTNG_CMPGN_MNG,7,LAST_UPDUSR_ID,TEXT,YES,,,,
908,TM_CM_MKTNG_CMPGN_MNG,8,LAST_UPDT_DT,TIMESTAMP_NTZ,YES,,,,
